student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,ft_pct,fte_value,aid_value,endow_value,grad_100_value,grad_150_value,pell_value,retain_value,ft_fac_value,state_sector_ct,carnegie_ct,counted_pct,cohort_size,num_similar,2_yr_inst,4_yr_inst,private_fp,private,public,hbcu_no,hbcu_yes,flagship_no,flagship_yes,associates_privatefp,associates_pr_sl,associates_pr_sm,associates_pu_multi,bachelors_as,bacelors_df,bachelors_associates,masters_lp,masters_mp,Other_institutions
346,22,28.6,24.6,53231.42933,40421,38763,72.3,514,5273,8677.865366,13,16,76.2,39,20.5,19,114,71.7,369,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7150,19,14.6,22.79326963,23528,33727,37780,29.2,3995,2818,1280,13,25,34.5,59,33.1,48,128,24.6,480,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1923,23,14.6,22.79326963,35840,33727,37780,49.7,1633,4405,733,17,30,50.4,60,21.3,48,289,44.7,513,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2552,15,14.6,22.79326963,60407,33727,37780,34.7,2157,3549,927,4,12,24.7,63,24.6,48,106,40.7,1062,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1066,24,24.2,22.5,56692,99440,101725,73.5,1017,13800,11061,32,50,43.7,72,41.1,50,343,40.1,134,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3825,16,14.6,22.79326963,31201,33727,37780,41.8,2969,5216,1724,8,19,47.3,69,26,48,128,30,264,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5258,22,14.6,22.79326963,19218,33727,37780,37.1,3867,7176,1723,33,46,33.2,55,28.6,48,128,28.9,846,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1659,25,28.6,24.6,71700,40421,38763,56.5,1651,5722,8677.865366,23,28,44.5,56,14.4,19,343,32.7,106,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4717,18,14.6,22.79326963,40538,33727,37780,49.8,3356,5373,310,7,18,36.9,59,28,48,106,40.8,601,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1424,22,24.2,22.5,118098,99440,101725,98.3,1408,6254.176694,8677.865366,71,79,27.6,88,79.9,50,252,88.2,307,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2552,15,14.6,22.79326963,16652,33727,37780,26.9,2157,3215,94,4,16,19.3,65,21.5,48,99,31,1206,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1590,20,24.2,22.5,122196,99440,101725,98.8,1590,6254.176694,8677.865366,58,63,32.9,82,56.2,50,252,84.4,356,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6351,17,14.6,22.79326963,16523,33727,37780,44.2,7499,2850,0,18,29,32.2,65,48.8,48,128,26.9,556,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
8520,21,14.6,22.79326963,36719,33727,37780,28.4,4189,3551,8677.865366,4,13,32.1,65,29.4,48,106,14.9,292,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4613,24,24.2,22.5,53921,99440,101725,80.7,4313,12141,8364,44,62,31.4,81,34.7,50,386,56.4,632,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
623,24,24.2,22.5,40349,99440,101725,82,569,6790,11240,31,42,51.6,67,38.1,50,106,70.6,102,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1240,27,24.2,22.5,48350,99440,101725,64.4,1124,9830,35491,27,42,60,42,37,50,124,70.3,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
7020,17,14.6,22.79326963,26202,33727,37780,42.5,5460,4834,647,12,25,33,60,34.8,48,128,41.5,738,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
617,21,20.95158467,22.79326963,16596,27386,24795,100,983,4530,8677.865366,21,48,79.2,69,83,11,517,57.64853159,624,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
10168,22,24.2,22.5,81146,99440,101725,91.8,2157,16820,31599,59,71,29.9,85,55,50,96,73.2,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
234,21,24.2,22.5,50138,99440,101725,48.7,172,3859,12134,0,0,34.5,67,83.3,50,43,100,3,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
215,19,26.8,25.9,80225,74074,34510,48.4,150,5177,8677.865366,0,36,64.4,29,12.1,2,73,23.3,19,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
571,19,24.2,22.5,110308,99440,101725,90.5,562,12298,15519,28,38,58.2,67,54.8,50,343,59,125,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7023,16,14.6,22.79326963,31866,33727,37780,37.6,4886,3803,689,8,24,23.9,67,29.2,48,106,30.8,468,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2358,25,24.2,22.5,39073,99440,101725,75.3,2046,13161,12043,31,48,37.9,74,34.4,50,386,41.3,298,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
508,26,24.2,22.5,58106,99440,101725,68.9,619,8791,1173,27,42,47.2,67,57.6,50,43,57.64853159,426,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
543,35,28.6,24.6,43012,40421,38763,33.7,453,4383,8677.865366,27,42,67.9,67,33.8,19,124,9.8,426,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2153,21,24.2,22.5,82798,99440,101725,94.9,2305,6254.176694,8677.865366,48,59,38.8,76,58.3,50,343,70.5,475,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1255,21,24.2,22.5,94322,99440,101725,99.1,1252,6254.176694,8677.865366,56,58,44.3,75,66.9,50,252,88.5,393,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3103,18,24.2,22.5,73112,99440,101725,77.8,2813,7241,11579,64,84,26.8,77,40.7,50,106,57.64853159,364,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,15,14.6,22.79326963,35446,33727,37780,42,2157,4953,8677.865366,6,20,27,68,24.3,48,106,38.9,1260,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
103,39,26.8,25.9,66385,74074,34510,100,45,5715,8677.865366,77,77,57.3,88,70,2,73,90,53,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4886,14,14.6,22.79326963,43815,33727,37780,31.8,3236,5460,8677.865366,4,15,41.7,71,23.3,48,106,22.9,246,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1427,21,24.2,22.5,29160,99440,101725,54.9,1143,7371,7292,28,42,48.7,72,29.5,50,79,0.4,7,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2797,22,24.2,22.5,73835,99440,101725,92.7,2686,15759,33860,51,63,23.9,78,49.3,50,169,62.3,421,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2204,23,24.2,22.5,67683,99440,101725,84.4,2009,10119,26877,39,56,36.9,80,38.7,50,386,62.7,373,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2552,25,24.3,21.5,66633,90406,66436,87.4,2157,7741,3355,26,51,43,66,79.1,11,96,55.8,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
430,19,20.95158467,22.79326963,130852,27386,24795,54.7,429,4280,8677.865366,34,34,86.5,35,31.5,11,517,50.3,156,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
9283,26,24.2,22.5,53231.42933,99440,101725,91.4,9017,6254.176694,8677.865366,86,94,14.2,97,89.4,50,106,89.6,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8950,23,24.3,21.5,68211,90406,66436,56.6,6849,5805,788,4,20,48.2,61,61.7,11,386,40.9,870,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
10866,8,14.6,22.79326963,61834,33727,37780,27.4,7271,3129,8677.865366,4,14,19.5,71,22.3,48,99,27.9,793,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3335,22,24.2,22.5,46132,99440,101725,87.1,3347,16403,4882,48,56,31.6,75,30.9,50,386,67.4,702,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8437,12,14.6,22.79326963,52012,33727,37780,37.3,7326,4275,757,6,16,35.2,53,35.4,48,128,28.4,935,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5064,9,14.6,22.79326963,39197,33727,37780,39.4,4050,5030,174,3,12,43.3,46,23.1,48,106,44.6,650,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1196,19,24.2,22.5,65374,99440,101725,90.5,1193,6254.176694,11632,39,50,43.1,67,44.1,50,106,66.3,234,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
200,21,20.95158467,22.79326963,11358,27386,24795,100,310,3922,8677.865366,45,46,25.7,73,38.9,11,517,57.64853159,131,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2322,18,28.6,24.6,95759,40421,38763,76.2,2419,5461,8677.865366,20,26,57.9,49,26.2,19,114,35.1,446,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2714,30,14.6,22.79326963,17009,33727,37780,54.5,2778,5385,767,41,51,30.4,59,31.5,48,128,34.9,1105,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3340,28,14.6,22.79326963,27701,33727,37780,31.8,2434,3168,6720,14,21,41.2,64,34,48,289,22.9,199,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2781,21,24.2,22.5,47774,99440,101725,95.3,3546,13188,13240,76,80,62.2,47,52.4,50,169,61,305,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8150,18,14.6,22.79326963,31598,33727,37780,44.8,6269,4789,811,4,22,35.6,66,36,48,128,49.8,974,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
484,27,20.95158467,22.79326963,24862,27386,24795,44.2,546,1362,8677.865366,11,29,74.1,46,33.3,11,517,63.8,94,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
972,25,24.2,22.5,59657,99440,101725,86.2,942,12062,10037,24,39,52.7,58,43.4,50,386,44.4,114,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3658,30,24.2,22.5,59316,99440,101725,74.7,3073,11883,16852,27,41,42.1,58,35.3,50,386,24.3,263,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2069,21,24.2,22.5,51402,99440,101725,92.2,1861,11317,8035,50,63,44,82,42.1,50,386,72,366,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1780,26,24.2,22.5,42173,99440,101725,78.8,1543,13193,5868,31,56,36.5,79,31.1,50,386,41.2,198,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2920,25,24.2,22.5,53696,99440,101725,84,2594,14981,2896,30,47,48.8,75,42.6,50,386,67.5,507,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3039,28,24.3,21.5,54990,90406,66436,64.8,2436,6905,3068,28,43,36.8,74,59.5,11,386,28.6,253,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2220,17,14.6,22.79326963,21812,33727,37780,45,1719,3481,1138,19,29,42.8,65,30.3,48,289,41.8,217,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1834,18,14.6,22.79326963,29969,33727,37780,47.4,1787,2415,494,15,28,39,38,25,48,128,40.1,107,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
97,17,24.2,22.5,104227,99440,101725,81.4,109,13278,8109,50,60,47.3,85,91.7,50,252,55.6,10,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1607,31,24.2,22.5,22531,99440,101725,71.1,1176,7003,590,27,42,80.4,67,14.9,50,7,86.1,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1930,19,14.6,22.79326963,33619,33727,37780,42,1473,2300,2132,11,23,41.9,60,35.5,48,128,14.1,117,20,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1784,21,14.6,22.79326963,37288,33727,37780,40,1118,3943,1312,10,22,33.2,59,33.7,48,289,24.6,249,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2552,32,24.3,21.5,105932,90406,66436,88.7,2157,8797,6447,23,44,43.3,60,87.3,11,96,49.8,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
11229,21,24.3,21.5,80032,90406,66436,85.1,2157,6099,1512,27,50,35.6,69,69.3,11,386,59.8,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
257,11,20.95158467,22.79326963,85675,27386,24795,100,401,6750,8677.865366,0,50,88.6,64,25,11,517,57.64853159,256,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5212,9,14.6,22.79326963,97274,33727,37780,40,3972,1510,8677.865366,11,21,58.8,50,33.9,48,106,20.8,200,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1333,24,24.2,22.5,74153,99440,101725,83,1185,10092,7214,48,58,34.1,74,56.9,50,343,49.2,239,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
906,19,24.2,22.5,66975,99440,101725,82.1,852,13836,27947,35,45,48,69,21.7,50,79,50,165,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
11225,12,14.6,22.79326963,47677,33727,37780,31.7,8817,3825,8677.865366,5,14,27.4,49,13.2,48,106,34.2,1286,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
133,17,24.2,22.5,59270,99440,101725,74.4,129,10481,8677.865366,38,69,40.3,70,100,50,114,38.2,26,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
10721,14,14.6,22.79326963,36274,33727,37780,32.4,7698,3027,449,10,30,29.5,67,17.8,48,106,36.6,879,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
9873,24,24.3,21.5,68664,90406,66436,89.2,9526,7051,2988,29,56,42.8,63,90.3,11,386,60.9,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2444,24,24.2,22.5,126611,99440,101725,97.3,2616,16432,8677.865366,74,86,21,94,65.4,50,252,88.8,580,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2552,15,14.6,22.79326963,35196,33727,37780,37.4,2157,4656,277,9,24,21.8,78,25.2,48,106,30.6,1538,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
424,28,28,25.9,75406,75406,34510,67,236,7890,16900,9,10,66.7,50,41.5,1,73,66.3,167,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2016,20,23.8,22.5,67131,85638,101725,86.2,2043,14113,10714,45,56,33.6,73,89.1,32,386,78.4,479,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2552,20,20.4,21.5,65091,73383,66436,92.8,2157,8528,8466,35,59,34.6,78,82,15,96,83.6,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1655,31,23.8,22.5,41816,85638,101725,78.7,1612,11839,5294,46,65,51.7,84,47.1,32,343,88.6,226,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4051,19,23.8,22.5,123428,85638,101725,98.1,3920,6254.176694,37146,50,73,17.4,91,65.8,32,169,90.6,987,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
988,34,23.8,22.5,43454,85638,101725,58.7,625,7724,5459,18,27,40.6,61,24.6,32,106,22,77,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
265,7,20.95158467,22.79326963,111091,30280,24795,31.3,221,1910,8677.865366,0,8,38.7,72,0,5,517,61,50,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2304,22,23.8,22.5,141829,85638,101725,99,2360,6254.176694,8677.865366,74,79,18.8,92,84.9,32,252,100,664,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1064,22,23.8,22.5,53231.42933,85638,101725,98.2,1076,6254.176694,8677.865366,59,71,25.8,87,94.4,32,252,100,300,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2477,20,23.8,22.5,82765,85638,101725,92.5,2621,6254.176694,43352,52,63,25.6,85,64.7,32,106,92,651,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1014,23,23.8,22.5,110408,85638,101725,93.9,1061,16209,8677.865366,53,57,40.2,72,71.8,32,343,82.7,352,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
828,25,23.8,22.5,71821,85638,101725,90,884,16114,8677.865366,54,70,29.6,76,75.8,32,252,68,202,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1615,27,23.8,22.5,58515,85638,101725,78.9,1429,14106,5365,54,60,34.4,76,50.5,32,343,87.9,266,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1163,19,23.8,22.5,132493,85638,101725,99.6,1131,6254.176694,8677.865366,68,71,34.8,80,92.4,32,252,96.7,231,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
524,16,23.8,22.5,118426,85638,101725,94.7,441,6254.176694,1504,42,44,33.3,64,45.5,32,252,85.9,176,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1053,22,23.8,22.5,77734,85638,101725,91.2,1101,13307,19571,56,62,34.6,79,39.7,32,343,76.1,244,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2552,17,17.1,22.79326963,27812,27812,37780,34.6,2157,4268,13,2,8,54.9,49,22.5,1,31,36.3,426,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,16,20.4,21.5,56989,73383,66436,57.4,2157,5472,4586,5,24,36.7,67,43.1,15,386,57.3,1546,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2552,22,20.4,21.5,102349,73383,66436,74.8,2157,7669,26169,15,41,36.6,71,70.5,15,96,93,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3726,23,26.7,24.6,56395,48576,38763,64.3,4244,6001,8677.865366,27,42,79.7,33,14,13,124,36,426,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4162,19,23.8,22.5,68720,85638,101725,76.1,3801,12064,16089,44,56,37.3,73,41.2,32,386,77,718,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5717,21,23.8,22.5,33548,85638,101725,64.9,3993,8961,16887,19,34,62.4,54,18.6,32,42,38.5,293,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8913,18,20.4,21.5,43190,73383,66436,82.7,8925,9369,3890,14,36,32.3,68,50.2,15,386,75.9,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
10268,16,20.4,21.5,66473,73383,66436,88.9,9490,7417,3542,22,41,43.4,63,69.1,15,79,98.5,1687,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3981,19,20.4,21.5,49994,73383,66436,50.5,2378,4837,2357,7,27,31.9,60,48,15,343,87.6,373,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7512,15,20.4,21.5,56068,73383,66436,53,5191,5750,1979,5,25,33.7,63,56,15,169,82.5,789,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2552,23,20.4,21.5,74172,73383,66436,84.2,2157,10361,20689,58,77,19.4,89,86.6,15,106,99.8,426,20,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5904,15,20.4,21.5,53831,73383,66436,54.6,4034,6082,1924,7,24,34.7,67,44.7,15,169,77.3,506,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6148,18,20.4,21.5,41458,73383,66436,59.6,4669,5520,2762,9,30,34.4,60,40.6,15,386,89.1,770,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4326,18,20.4,21.5,39193,73383,66436,45,2754,5307,1832,9,23,36.1,67,35.7,15,343,81.5,243,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
406,21,26.7,24.6,16776,48576,38763,100,432,4737,8677.865366,77,77,64.7,100,65.2,13,124,89.9,70,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
399,21,20.95158467,22.79326963,20182,30280,24795,100,385,5289,8677.865366,76,76,63.9,66,50,5,517,83.3,186,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
525,38,22.4,24.6,37072,61375,38763,72.6,557,3840,8677.865366,14,14,68.7,67,14.9,16,54,69.9,27,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
283,39,26.7,24.6,33169,48576,38763,69.3,332,4195,8677.865366,7,35,68.2,67,17.6,13,54,62.2,14,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4296,19,26.7,24.6,56312,48576,38763,55.3,4652,3161,8677.865366,6,9,69.8,40,2.5,13,106,41.4,65,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
619,38,26.7,24.6,42207,48576,38763,100,590,4259,8677.865366,0,0,81.7,67,20.6,13,83,50,4,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
290,34,26.7,24.6,39608,48576,38763,100,324,4460,8677.865366,0,0,79.9,67,16.7,13,83,100,6,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1240,21,20.95158467,22.79326963,16502,30280,24795,100,1245,4275,8677.865366,31,48,61.9,68,79.2,5,517,57.64853159,1048,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1199,17,23.8,22.5,115055,85638,101725,98.6,1334,6254.176694,33329,39,48,35.8,68,76.3,32,343,95.8,316,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2203,22,23.8,22.5,70047,85638,101725,76.2,2210,16549,11964,28,52,31.1,70,48.4,32,343,45.2,267,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
10766,34,23.8,22.5,25378,85638,101725,89,2157,8537,7844,55,70,39,77,21,32,386,49.3,751,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
452,10,23.8,22.5,141896,85638,101725,42.5,395,11567,8677.865366,8,11,77.9,25,93.8,32,252,44.8,34,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
423,21,26.7,24.6,35902,48576,38763,100,539,4120,8677.865366,25,50,79.3,67,22.9,13,83,100,4,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8477,23,23.8,22.5,53231.42933,85638,101725,99.8,9280,6254.176694,8677.865366,89,94,11.8,98,88.2,32,106,92.5,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2311,22,23.8,22.5,71959,85638,101725,19.9,1214,14214,3256,40,52,12.6,79,77.5,32,169,46.2,155,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8390,18,20.4,21.5,44358,73383,66436,57.6,6568,5414,1898,9,29,32.6,68,55.3,15,386,49.2,1146,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6054,16,20.4,21.5,52792,73383,66436,45.1,3629,5106,973,7,22,27.8,61,42.9,15,343,53.4,664,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2205,20,23.8,22.5,53231.42933,85638,101725,99.1,2058,6254.176694,8677.865366,66,72,18.4,91,90.2,32,4,97.5,475,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1980,23,23.8,22.5,63970,85638,101725,81.6,1762,11724,8224,32,51,42.2,69,47.1,32,106,62.5,301,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1141,19,23.8,22.5,88995,85638,101725,90.8,1130,6254.176694,21160,35,43,29.6,71,66.3,32,343,74.9,300,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
649,23,23.8,22.5,60067,85638,101725,59.2,615,12201,15698,49,60,50.7,76,33.3,32,343,21.8,81,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1479,24,23.8,22.5,126786,85638,101725,99.3,1539,6254.176694,8677.865366,67,71,20.3,87,65.1,32,252,94.3,479,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
366,32,20.95158467,22.79326963,15767,30280,24795,100,664,3517,8677.865366,0,58,52.8,77,35,5,517,57.64853159,157,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2146,19,23.8,22.5,96805,85638,101725,86.3,2185,13317,31921,64,74,18.5,89,62.9,32,343,91.1,472,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1874,16,23.8,22.5,102906,85638,101725,76.3,1710,17252,10985,33,50,23.8,74,34.6,32,343,79.8,413,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3251,21,23.8,22.5,94881,85638,101725,96.5,3071,6254.176694,42568,57,70,25.4,86,65.2,32,386,82.3,713,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2552,16,20.4,21.5,37427,73383,66436,32.9,2157,10031,3380,25,35,22.2,52,16.2,15,34,59.9,20,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
902,19,23.8,22.5,53231.42933,85638,101725,100,911,6254.176694,8677.865366,63,68,24,85,94.7,32,252,98.8,249,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
398,21,25,22.5,24726,65365,101725,64.8,366,6535,3951,60,65,39,67,35.9,31,43,34.9,43,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1019,32,25,22.5,31835,65365,101725,71.8,1121,7946,7286,27,42,36.4,67,36.4,31,42,53.6,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1042,21,25,22.5,75798,65365,101725,81.4,939,15035,10169,40,45,45.2,66,67,31,343,67.1,253,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
